Countries;31/12/2019;01/01/2020;02/01/2020;03/01/2020;04/01/2020;05/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;11/01/2020;12/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;18/01/2020;19/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;25/01/2020;26/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;01/02/2020;02/02/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;08/02/2020;09/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;15/02/2020;16/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;22/02/2020;23/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;29/02/2020;01/03/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;07/03/2020;08/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;14/03/2020;15/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;21/03/2020;22/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;28/03/2020;29/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;04/04/2020;05/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;10/04/2020;11/04/2020;12/04/2020;13/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;18/04/2020;19/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;25/04/2020;26/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;01/05/2020;02/05/2020;03/05/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;08/05/2020;09/05/2020;10/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;16/05/2020;17/05/2020;18/05/2020;19/05/2020;20/05/2020;21/05/2020;22/05/2020;23/05/2020;24/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;30/05/2020;31/05/2020;01/06/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;06/06/2020;07/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;13/06/2020;14/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;20/06/2020;21/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;27/06/2020;28/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;04/07/2020;05/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;11/07/2020;12/07/2020;13/07/2020;14/07/2020;15/07/2020;16/07/2020;17/07/2020;18/07/2020;19/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;25/07/2020;26/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;01/08/2020;02/08/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;08/08/2020;09/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;15/08/2020;16/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;22/08/2020;23/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;29/08/2020;30/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;05/09/2020;06/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;12/09/2020;13/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;19/09/2020;20/09/2020;21/09/2020;22/09/2020;23/09/2020;24/09/2020;25/09/2020;26/09/2020;27/09/2020;28/09/2020;29/09/2020;30/09/2020;01/10/2020;02/10/2020;03/10/2020;04/10/2020;05/10/2020;06/10/2020;07/10/2020;08/10/2020;09/10/2020;10/10/2020;11/10/2020;12/10/2020;13/10/2020;14/10/2020;15/10/2020;16/10/2020;17/10/2020;18/10/2020;19/10/2020;20/10/2020;21/10/2020;22/10/2020;23/10/2020;24/10/2020;25/10/2020;26/10/2020;27/10/2020;28/10/2020;29/10/2020;30/10/2020;31/10/2020;01/11/2020;02/11/2020;03/11/2020;04/11/2020;05/11/2020;06/11/2020;07/11/2020;08/11/2020;09/11/2020;10/11/2020;11/11/2020;12/11/2020;13/11/2020
Malta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;1;1;1;10;1;11;8;10;4;12;9;17;17;7;15;5;5;10;2;5;13;19;7;7;11;14;14;52;6;38;13;20;8;6;9;6;13;10;4;1;4;12;1;0;2;1;2;0;8;5;2;2;1;9;3;1;3;2;3;1;6;7;3;2;14;10;14;7;5;11;15;15;1;9;1;1;0;1;4;0;2;0;1;1;2;0;3;2;2;1;2;3;5;5;1;2;2;6;6;1;0;1;1;0;0;0;3;2;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;2;1;2;4;14;1;6;13;9;9;18;15;14;16;21;19;50;40;54;23;29;49;55;31;72;63;68;49;47;40;36;31;35;57;38;46;37;32;28;15;21;26;21;34;19;30;25;37;23;63;42;43;27;78;53;49;106;35;38;65;32;46;38;42;41;31;0;0;77;29;23;37;44;0;0;188;47;68;64;75;100;95;68;93;111;104;130;0;0;455;134;155;113;121;115;122;80;107;76;106;76;100;140;218;106;84;174;129;146;0;204;153;141;0
Marshall_Islands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mauritania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7;13;0;33;19;0;50;42;0;54;10;0;25;30;0;131;60;47;0;138;0;116;99;64;0;0;215;0;0;277;0;344;104;170;0;166;0;590;0;171;0;308;447;0;168;0;242;0;0;323;0;355;52;0;0;145;63;39;0;0;229;91;0;0;0;0;427;50;0;0;104;40;0;104;0;0;78;21;25;15;0;13;59;0;0;0;116;0;0;52;48;24;0;0;79;0;88;40;0;56;0;0;20;23;32;17;0;35;10;26;27;14;17;20;8;0;8;7;15;38;20;44;10;19;24;0;13;29;0;7;16;0;41;8;0;24;5;2;10;14;14;3;6;9;3;0;0;0;0;0;27;0;4;11;0;20;18;0;5;13;13;4;0;24;0;1;14;0;0;0;40;0;8;0;19;19;27;10;6;14;0;28;0
Mauritius;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;2;14;8;6;6;33;13;8;8;18;15;11;15;17;10;31;17;24;5;41;4;1;5;0;0;0;0;0;1;3;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;3;0;1;1;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;14;0;0;0;0;0;9;3;0;0;0;0;0;12;0;0;2;14;0;0;4;0;2;0;0;0;5;5;0;1;0;0;0;0;0;0;0;0
Mexico;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;5;3;1;0;1;3;3;2;0;1;4;2;11;28;28;61;50;36;69;97;105;148;118;68;49;135;188;155;203;223;171;146;326;286;337;321;347;229;237;573;473;534;429;514;426;437;888;866;912;939;1076;755;705;1432;1385;1303;1391;1597;1035;992;1805;1797;1755;1765;1379;1352;1241;2507;2082;2265;2374;2393;1513;1402;2942;2903;3095;3050;3449;2151;1623;3998;3547;3894;3978;3963;2256;1861;4593;4314;4457;4203;4344;2713;2061;5249;4716;4916;4870;5013;2983;2323;6128;5733;5690;5363;5586;3051;2567;6524;6374;6094;6022;6073;3536;2431;6832;6574;6264;6231;6469;3629;2917;7462;7143;7543;7000;7016;3623;2953;7786;7827;7401;7094;7150;3819;3176;8792;8412;8738;8179;7891;4344;3389;9044;8610;8276;7988;7949;4113;2965;8413;8110;7617;7524;6660;3721;2474;7430;7286;7071;6617;6539;3616;2377;7086;6783;6306;6249;6049;3144;2263;6709;6561;6148;5839;6118;3028;2270;6851;6403;6854;6248;6206;3017;2124;6729;6936;6758;6148;5893;2749;1980;6188;6403;5882;5482;5308;2669;1803;5985;4098;2082;6000;5551;2658;1701;6031;5939;5495;5156;5079;2535;1701;5952;5741;5212;4955;4699;2266;1580;5247;5405;5175;4936;5009;2435;1750;5326;4548;2640;1470;380;2800;1320;3699;5788;6845;6612;6604;6025;4360;4166;5942;5595;5948;6000;6151;4430;3763;5250;5225;5567;5931;6810;5887;4960;5746;7646;0
Moldova;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;2;2;12;3;6;1;6;13;17;14;14;15;16;24;28;22;32;32;35;55;70;82;86;161;112;101;91;118;115;149;122;102;50;222;115;105;110;87;121;76;66;164;148;184;194;104;73;157;133;126;83;72;69;127;115;113;129;123;139;60;68;159;252;147;192;189;126;78;202;213;151;143;147;99;54;158;232;188;171;202;153;109;188;247;223;229;264;189;107;218;296;406;366;366;281;139;375;478;374;450;397;247;163;351;364;375;323;304;170;107;256;285;252;295;227;142;92;235;330;195;258;284;174;57;269;332;224;230;300;186;135;327;356;307;378;345;206;120;367;426;0;786;380;249;120;332;408;406;362;453;217;181;382;474;390;396;422;278;194;412;626;522;547;588;406;350;530;624;564;358;500;296;220;288;532;632;534;567;324;258;501;588;560;479;531;264;229;527;627;622;665;688;260;200;650;786;721;713;868;341;319;835;1013;1022;952;872;691;322;831;1062;1121;918;929;389;467;657;1149;652;784;792;398;252;656;833;777;688;833;414;308;649;861;912;968;839;542;195;710;1020;1059;935;1174;671;331;915;1115;0
Monaco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;3;6;0;2;2;1;0;3;6;1;2;1;1;3;3;4;1;3;1;2;0;3;6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;3;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;1;2;0;0;0;0;1;2;3;1;2;1;0;0;1;2;2;0;0;0;1;0;0;2;4;2;3;4;6;1;3;0;5;1;7;2;2;1;4;0;1;5;3;5;4;3;1;2;6;1;3;5;5;1;1;2;2;2;6;3;2;0;2;2;4;1;2;1;0;1;1;3;2;4;0;1;2;5;7;5;2;5;5;3;3;2;8;14;1;10;4;10;17;10;8;4;7;9;22;15;18;24;29;3;4;22;12;0
Mongolia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;1;4;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;14;0;1;0;0;1;2;1;0;1;0;2;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;19;0;74;1;4;0;0;0;1;0;0;0;0;7;13;18;0;0;6;0;0;1;5;0;2;1;0;0;0;3;0;0;0;0;0;4;3;0;2;7;2;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;7;0;0;3;0;13;18;0;1;25;0;0;0;0;0;1;0;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;2;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;2;0;0;0;0;4;0;2;1;1;0;9;1;1;1;0;0;0;6;0;3;1;2;1;3;1;4;7;0;14;24;0
Montenegro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;5;1;0;7;6;20;6;14;8;9;1;6;18;14;21;30;27;13;19;8;8;3;5;6;9;2;9;5;15;0;4;1;4;1;2;4;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;4;18;4;3;5;11;11;25;25;30;12;20;47;28;40;47;57;61;60;66;53;59;58;87;57;232;69;60;36;0;46;107;90;59;17;324;308;0;0;324;56;67;57;39;86;60;43;60;50;69;69;39;30;78;52;65;44;73;30;75;50;47;42;55;48;34;32;35;66;55;59;105;64;63;45;82;102;146;110;147;131;106;216;219;128;163;145;182;188;161;230;212;208;187;714;230;296;290;289;245;235;116;128;134;197;215;703;244;193;232;225;210;210;344;293;228;181;218;193;211;609;146;188;145;132;177;190;177;193;168;112;182;301;354;320;275;373;496;767;874;682;546;300;426;803;546;711;0
Montserrat;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Morocco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;1;1;11;10;9;7;10;9;23;10;19;19;36;55;50;70;13;121;77;61;37;54;0;211;102;99;64;91;99;74;97;116;102;125;136;259;281;121;170;191;163;168;191;190;139;168;55;132;69;102;146;160;174;140;176;189;140;163;199;153;218;137;94;95;45;89;129;82;71;110;78;121;74;27;99;45;24;42;71;66;27;26;33;56;81;68;61;92;78;135;18;82;73;82;42;104;83;76;77;539;188;176;195;92;643;431;295;244;175;238;243;103;333;319;534;393;114;0;442;178;379;214;203;191;161;165;162;302;289;221;326;180;220;302;570;811;633;609;500;826;1046;1063;693;522;659;1021;1283;1144;1018;1345;1230;826;1132;1499;1241;1306;1776;1472;1069;1245;1510;1325;1609;1565;1537;903;1276;1336;1221;1404;1567;1343;1191;1191;1672;1402;1750;1555;2234;1386;1941;2157;1889;2430;2238;2251;1517;2121;1692;2488;2760;2552;1927;1376;2227;2397;2356;2423;2719;2444;1422;2076;2470;2391;2521;2663;2044;1423;2553;2776;2929;3445;3443;2563;1357;3185;3387;3317;3498;3763;2721;2117;3254;3577;4151;3685;4045;3020;2264;3988;3985;4320;3256;3790;3460;2526;4495;5745;5641;5398;5836;4596;3170;5214;5461;0
Mozambique;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;0;1;0;0;0;2;0;0;0;0;0;0;7;0;3;0;1;6;1;1;2;3;1;4;0;0;2;5;19;5;6;0;0;0;0;3;0;1;0;1;0;0;1;5;4;12;1;3;8;4;10;8;8;1;10;6;2;4;26;15;4;14;6;1;10;10;0;53;9;36;2;57;15;7;20;19;17;20;44;30;26;29;13;11;6;20;45;4;20;5;26;28;23;20;24;6;14;15;21;30;18;25;28;31;21;19;24;22;62;49;62;53;19;33;56;16;29;21;25;8;26;53;32;19;28;60;56;43;39;27;56;50;41;93;28;28;142;70;78;79;70;83;64;59;0;131;70;80;109;91;45;68;82;61;46;63;61;95;123;78;90;58;76;103;113;90;117;68;86;122;229;213;231;281;167;103;273;234;141;202;148;137;190;168;226;305;268;172;160;91;70;147;100;102;96;145;103;102;157;87;170;134;145;75;95;159;214;110;141;228;189;147;91;175;112;142;110;252;92;119;142;72;81;108;94;92;191;55;0;88;0
Myanmar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;3;0;6;1;1;4;0;1;0;1;0;0;5;1;3;10;21;12;0;11;9;13;4;8;2;6;5;12;2;0;0;4;0;1;0;0;4;6;0;1;14;1;1;2;0;0;1;0;1;0;5;4;2;6;0;2;0;0;2;3;0;0;18;0;4;0;5;1;2;0;4;3;1;2;3;12;0;0;1;0;0;1;23;0;1;3;1;1;1;0;0;3;3;0;0;5;0;2;7;0;3;0;2;3;5;4;1;5;1;0;2;0;2;0;0;0;2;0;3;3;1;0;1;2;0;0;0;0;2;1;1;2;0;0;1;0;0;1;8;5;0;1;1;3;17;13;26;9;19;11;30;82;42;28;93;38;100;51;120;75;83;103;145;146;197;202;256;180;351;219;284;337;258;405;322;642;542;666;488;868;688;597;879;743;897;794;948;1010;1142;978;1291;987;1252;1400;1012;1461;2158;1910;1340;1123;888;1026;1137;1387;1150;1180;1297;1194;1312;1357;1423;986;1426;1466;1406;1331;1093;1210;699;1202;1197;1136;995;1342;1071;1029;598;1266;1212;0
Namibia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;4;0;0;3;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;4;0;2;0;0;0;0;1;0;0;2;2;3;6;1;9;8;9;4;5;40;0;62;13;7;82;8;57;25;37;73;54;54;22;53;0;117;76;3;96;72;46;125;44;97;22;36;120;96;69;88;68;74;69;66;77;95;70;112;64;70;112;150;0;147;152;128;177;138;182;181;247;190;120;201;247;315;311;316;176;130;271;281;194;210;249;185;142;152;238;241;191;171;125;118;180;148;181;167;115;99;83;63;114;129;85;85;149;81;56;77;95;83;115;88;19;125;108;107;92;54;28;19;41;67;48;62;45;53;11;69;34;112;48;30;33;41;39;54;41;78;81;15;54;77;52;49;28;53;24;18;16;44;53;27;41;29;13;39;0
Nepal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;0;3;0;0;0;0;0;0;3;2;2;0;0;14;1;0;0;11;3;3;1;0;3;0;2;3;0;2;0;16;7;0;17;2;0;8;11;14;83;2;39;18;15;13;71;27;42;43;61;36;19;79;90;114;156;170;189;171;226;301;201;334;278;0;536;314;323;279;250;448;273;425;451;380;586;671;426;331;421;0;0;1702;434;593;0;1017;476;316;482;473;740;232;293;180;0;459;108;118;70;82;144;116;116;167;101;57;156;186;100;150;147;133;109;130;139;311;210;274;224;315;246;418;259;381;360;464;378;380;338;638;484;525;594;468;641;581;1016;681;707;838;634;818;743;855;885;1111;927;884;1221;899;1069;1120;1228;1359;1041;980;979;902;1081;1246;1454;1201;1039;1170;1459;1539;1246;2020;1204;1325;1154;1356;1172;1497;1313;1207;1573;1351;1513;1559;1911;2722;2120;2253;2440;1551;3439;4364;2059;5008;2071;4047;3556;2638;3749;4392;3167;2942;3790;3093;5743;3637;4499;2225;2856;1741;570;1954;2364;3517;2508;2824;2933;3114;3309;3051;2909;2753;2817;2571;2736;2569;0
Netherlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;6;5;10;10;44;46;60;77;56;61;121;111;190;155;176;278;292;346;409;534;637;573;545;811;852;1019;1172;1159;1104;884;845;1019;1083;1026;904;1224;952;777;969;1213;1335;1316;1174;964;868;734;1061;1235;1140;1066;750;729;708;887;806;655;655;400;171;386;514;475;445;335;199;317;232;455;319;289;245;161;196;227;270;200;189;125;146;108;198;253;188;176;172;209;133;190;182;176;131;185;103;102;86;209;210;183;239;165;164;184;164;210;179;143;165;139;117;115;107;76;91;65;64;82;110;91;69;73;76;50;62;77;75;61;73;36;37;52;52;42;81;101;71;53;106;99;103;127;144;185;163;168;163;191;137;214;205;223;247;342;338;431;311;372;540;426;601;519;486;577;575;779;654;577;636;652;506;481;487;552;529;534;508;456;572;414;570;510;507;500;508;525;461;914;421;744;654;925;797;963;1140;823;1268;1231;1086;1298;1376;1540;1750;1972;1882;1843;2215;2243;2351;2541;2776;2711;2989;2909;3001;3293;3253;3820;3963;4000;4572;4517;4979;5813;5959;6493;6368;6844;7368;7271;7779;7978;8105;8439;7720;8149;8738;9268;9983;8639;10194;10324;10283;8092;10248;11102;9790;8673;8278;7729;7622;6957;7232;6659;5659;4674;4664;5400;0
New_Caledonia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;2;2;5;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0
